Annotation Cluster 1	Enrichment Score: 1.740645261718844
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR000315:Zinc finger, B-box	6	0.6557377049180327	0.015667739335819175	O75382, D2GXS7, Q9U489, Q9R1R2, O70277, A4IF63	166	15	1556	3.7493975903614456	0.997817335611056	0.458125522216553	19.690968045953237
UP_SEQ_FEATURE	repeat:NHL 1	4	0.4371584699453552	0.017230526098463157	O75382, Q9U489, Q9R1R2, O70277	151	6	1448	6.3929359823399565	0.999998853286157	0.8976920986881805	23.37295199508035
UP_SEQ_FEATURE	repeat:NHL 2	4	0.4371584699453552	0.017230526098463157	O75382, Q9U489, Q9R1R2, O70277	151	6	1448	6.3929359823399565	0.999998853286157	0.8976920986881805	23.37295199508035
UP_SEQ_FEATURE	repeat:NHL 4	4	0.4371584699453552	0.017230526098463157	O75382, Q9U489, Q9R1R2, O70277	151	6	1448	6.3929359823399565	0.999998853286157	0.8976920986881805	23.37295199508035
UP_SEQ_FEATURE	repeat:NHL 3	4	0.4371584699453552	0.017230526098463157	O75382, Q9U489, Q9R1R2, O70277	151	6	1448	6.3929359823399565	0.999998853286157	0.8976920986881805	23.37295199508035
UP_SEQ_FEATURE	repeat:NHL 5	4	0.4371584699453552	0.017230526098463157	O75382, Q9U489, Q9R1R2, O70277	151	6	1448	6.3929359823399565	0.999998853286157	0.8976920986881805	23.37295199508035
GOTERM_MF_DIRECT	GO:0061630~ubiquitin protein ligase activity	7	0.7650273224043715	0.017692849885900273	O75382, Q80Z37, Q86Y13, Q9R1R2, O70277, P58283, Q9D787	152	20	1357	3.124671052631579	0.9955235525677568	0.8351921743679032	21.251300774071325
INTERPRO	IPR027370:RING-type zinc-finger, LisH dimerisation motif	5	0.546448087431694	0.022161090603500525	O75382, D2GXS7, Q9R1R2, O70277, A4IF63	166	11	1556	4.260679079956189	0.9998326144445214	0.487708951245705	26.742891614903495
UP_SEQ_FEATURE	zinc finger region:B box-type	3	0.32786885245901637	0.029817309324220123	O75382, Q9R1R2, O70277	151	3	1448	9.589403973509935	0.9999999999549471	0.8853354279975504	37.10219710971153
UP_SEQ_FEATURE	chain:Tripartite motif-containing protein 3	3	0.32786885245901637	0.029817309324220123	O75382, Q9R1R2, O70277	151	3	1448	9.589403973509935	0.9999999999549471	0.8853354279975504	37.10219710971153
SMART	SM00336:BBOX	6	0.6557377049180327	0.030140978424968465	O75382, D2GXS7, Q9U489, Q9R1R2, O70277, A4IF63	114	14	836	3.1428571428571423	0.9775163077646426	0.531862397769157	29.770675858425456
UP_SEQ_FEATURE	zinc finger region:RING-type	6	0.6557377049180327	0.09400347432893319	O75382, Q80Z37, Q9U489, A9JTP3, Q9R1R2, O70277	151	24	1448	2.3973509933774837	1.0	0.992216744188307	77.95513964652308
INTERPRO	IPR017907:Zinc finger, RING-type, conserved site	6	0.6557377049180327	0.10178076475309154	O75382, Q80Z37, D2GXS7, Q9R1R2, O70277, A4IF63	166	24	1556	2.3433734939759034	1.0	0.8236611473062527	77.47540426414545
INTERPRO	IPR013083:Zinc finger, RING/FYVE/PHD-type	11	1.2021857923497268	0.10339317492109655	O75382, P0C8Z3, Q80Z37, Q86Y13, Q8WYB5, D2GXS7, Q6VNB8, Q9R1R2, O70277, A4IF63, Q9D787	166	61	1556	1.6903021923760617	1.0	0.8038101190951077	78.0304360386885
INTERPRO	IPR001841:Zinc finger, RING-type	8	0.8743169398907104	0.1355332181905657	O75382, Q80Z37, Q86Y13, D2GXS7, A9JTP3, Q9R1R2, O70277, A4IF63	166	41	1556	1.8289744343226566	1.0	0.8575258729243258	86.76655183521405
SMART	SM00184:RING	8	0.8743169398907104	0.16298747921868717	O75382, Q80Z37, Q86Y13, D2GXS7, A9JTP3, Q9R1R2, O70277, A4IF63	114	34	836	1.7254901960784315	0.9999999997377217	0.8898774556405381	87.18401507015534
GOTERM_CC_DIRECT	GO:0005769~early endosome	5	0.546448087431694	0.1960311675769131	O75382, Q5VV43, O75581, Q9R1R2, O70277	157	22	1477	2.1381007527504345	1.0	0.9960244850695075	93.87901588552742
UP_KEYWORDS	Endosome	8	0.8743169398907104	0.27295116865112834	O75382, Q8CI95, Q5VV43, F1Q506, Q9R1R2, O70277, Q8K4K5, A1A4L0	172	50	1616	1.5032558139534884	1.0	0.8468197446147845	98.19512631395149
UP_KEYWORDS	Protein transport	11	1.2021857923497268	0.29242564523234016	O95487, O75382, Q9UGM3, F1Q506, O75694, Q5F3X8, P53992, Q9D8L5, Q9R1R2, O70277, A1A4L0	172	77	1616	1.3421926910299005	1.0	0.846677263937329	98.71785403304656
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	8	0.8743169398907104	0.2971948335777783	Q12829, Q96EB6, O75382, Q9R1R2, O70277, Q6TFL4, A4IF63, Q9D787	158	49	1414	1.4611211573236889	1.0	0.9999995698091106	99.60742979685995
GOTERM_BP_DIRECT	GO:0015031~protein transport	8	0.8743169398907104	0.4691812576369362	O75382, Q9UGM3, F1Q506, Q5F3X8, Q9D8L5, Q9R1R2, O70277, A1A4L0	158	58	1414	1.2343954604975993	1.0	0.9999999503642227	99.99522297415797
UP_KEYWORDS	Transport	21	2.2950819672131146	0.5504967452852454	O75382, O88427, Q9UGM3, Q8CI95, U3JAG9, F1Q506, Q1HPL8, Q96FV9, Q3T106, O70277, Q99N01, Q9NRA2, A1A4L0, O95487, O75694, O15431, Q5F3X8, P53992, Q9D8L5, P50365, Q9R1R2	172	190	1616	1.0384332925336597	1.0	0.9553064732519931	99.99577035060948

Annotation Cluster 2	Enrichment Score: 1.5192211077716273
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Protein phosphatase	7	0.7650273224043715	0.0041691469144775496	Q15262, P10586, P62714, P28828, Q9VXF1, P28827, P63329	172	16	1616	4.11046511627907	0.5771084771697184	0.349698898332256	5.125816595446753
GOTERM_BP_DIRECT	GO:0006470~protein dephosphorylation	7	0.7650273224043715	0.010145372448121352	Q15262, P62714, P28828, Q9VXF1, P28827, Q15750, P63329	158	18	1414	3.4803094233473977	0.9999416184850287	0.9999416184850287	14.801680125454464
INTERPRO	IPR004843:Metallophosphoesterase domain	4	0.4371584699453552	0.018398756759464938	P62714, Q9UUH0, Q9VXF1, P63329	166	6	1556	6.248995983935743	0.9992572909573687	0.4805676739333029	22.730338541801487
GOTERM_MF_DIRECT	GO:0004722~protein serine/threonine phosphatase activity	4	0.4371584699453552	0.049666207692835626	P62714, Q9VXF1, Q15750, P63329	152	8	1357	4.463815789473684	0.999999802084313	0.92366095844753	49.427984923647415
INTERPRO	IPR006186:Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	3	0.32786885245901637	0.05808508895740513	P62714, Q9VXF1, P63329	166	4	1556	7.030120481927711	0.9999999999174858	0.7448152992475772	56.43674489252475
SMART	SM00156:PP2Ac	3	0.32786885245901637	0.09043327023272955	P62714, Q9VXF1, P63329	114	4	836	5.5	0.9999921388475056	0.7698898488845806	66.53085016308312
GOTERM_MF_DIRECT	GO:0004721~phosphoprotein phosphatase activity	4	0.4371584699453552	0.11426012062302836	P62714, P28828, Q9VXF1, P63329	152	11	1357	3.2464114832535884	0.9999999999999999	0.9746850064648002	80.28561456084994

Annotation Cluster 3	Enrichment Score: 1.1187548845127742
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR013783:Immunoglobulin-like fold	17	1.8579234972677594	1.846957510516317E-5	O75382, Q15262, P20241, D2GXS7, A8DYP0, Q04446, O70277, D3YXG0, A4IF63, P22105, P10586, Q23551, P28828, Q9U489, P28827, O18023, Q9R1R2	166	49	1556	3.2520285222522745	0.00714064489712396	0.00714064489712396	0.02564420915780463
INTERPRO	IPR003599:Immunoglobulin subtype	9	0.9836065573770493	0.0016415667543096641	Q15262, P10586, Q23551, P20241, P28828, A8DYP0, O18023, P28827, D3YXG0	166	23	1556	3.6678889470927185	0.4713619270160947	0.11969800184931756	2.255562084532814
INTERPRO	IPR003961:Fibronectin, type III	10	1.092896174863388	0.0034988415467413405	P22105, Q15262, P10586, Q5VV43, Q23551, P20241, P28828, A8DYP0, O18023, P28827	166	31	1556	3.0237077341624565	0.7433215132156703	0.17656927648277554	4.750544080304175
UP_SEQ_FEATURE	domain:Fibronectin type-III 4	7	0.7650273224043715	0.0037157667031272896	P22105, Q15262, P10586, P20241, P28828, O18023, P28827	151	16	1448	4.195364238410597	0.9465898734607717	0.7688936899623287	5.542518050549738
UP_KEYWORDS	Protein phosphatase	7	0.7650273224043715	0.0041691469144775496	Q15262, P10586, P62714, P28828, Q9VXF1, P28827, P63329	172	16	1616	4.11046511627907	0.5771084771697184	0.349698898332256	5.125816595446753
SMART	SM00409:IG	9	0.9836065573770493	0.0073609189381126155	Q15262, P10586, Q23551, P20241, P28828, A8DYP0, O18023, P28827, D3YXG0	114	23	836	2.869565217391304	0.5999356537054492	0.2631541934276218	8.177621315445183
INTERPRO	IPR007110:Immunoglobulin-like domain	9	0.9836065573770493	0.00822658320250798	Q15262, P10586, Q23551, P20241, P28828, A8DYP0, O18023, P28827, D3YXG0	166	29	1556	2.9090153718321563	0.959445803329209	0.33010848743700694	10.83741060565968
GOTERM_BP_DIRECT	GO:0006470~protein dephosphorylation	7	0.7650273224043715	0.010145372448121352	Q15262, P62714, P28828, Q9VXF1, P28827, Q15750, P63329	158	18	1414	3.4803094233473977	0.9999416184850287	0.9999416184850287	14.801680125454464
SMART	SM00060:FN3	10	1.092896174863388	0.01038236217124289	P22105, Q15262, P10586, Q5VV43, Q23551, P20241, P28828, A8DYP0, O18023, P28827	114	29	836	2.528735632183908	0.7258672289882864	0.2764138608554164	11.353745134188276
INTERPRO	IPR013098:Immunoglobulin I-set	6	0.6557377049180327	0.011404557480740906	Q15262, P10586, Q23551, P20241, A8DYP0, D3YXG0	166	14	1556	4.017211703958692	0.988326035861974	0.3901170618521057	14.723919258204464
GOTERM_MF_DIRECT	GO:0005001~transmembrane receptor protein tyrosine phosphatase activity	4	0.4371584699453552	0.011412719876432656	Q15262, P10586, P28828, P28827	152	5	1357	7.1421052631578945	0.9691290126979555	0.8242985848035239	14.240051482260851
UP_SEQ_FEATURE	domain:Fibronectin type-III 3	7	0.7650273224043715	0.012659002856440005	P22105, Q15262, P10586, P20241, P28828, O18023, P28827	151	20	1448	3.356291390728477	0.9999557754741053	0.9184515339128814	17.727691425226745
INTERPRO	IPR013151:Immunoglobulin	4	0.4371584699453552	0.018398756759464938	P20241, P28828, O18023, P28827	166	6	1556	6.248995983935743	0.9992572909573687	0.4805676739333029	22.730338541801487
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	7	0.7650273224043715	0.025382728362028057	P22105, Q15262, P10586, P20241, P28828, O18023, P28827	151	23	1448	2.918514252807371	0.9999999983690546	0.920282269471332	32.5515413388474
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	7	0.7650273224043715	0.025382728362028057	P22105, Q15262, P10586, P20241, P28828, O18023, P28827	151	23	1448	2.918514252807371	0.9999999983690546	0.920282269471332	32.5515413388474
INTERPRO	IPR003598:Immunoglobulin subtype 2	6	0.6557377049180327	0.027102299186119966	P10586, Q23551, P20241, A8DYP0, O18023, D3YXG0	166	17	1556	3.308291991495393	0.999976554219387	0.5330285432381968	31.7192664651327
UP_SEQ_FEATURE	domain:Tyrosine-protein phosphatase 2	4	0.4371584699453552	0.027887844047976354	Q15262, P10586, P28828, P28827	151	7	1448	5.4796594134342484	0.9999999997848278	0.9156927083354209	35.15869117327317
UP_SEQ_FEATURE	domain:Tyrosine-protein phosphatase 1	4	0.4371584699453552	0.027887844047976354	Q15262, P10586, P28828, P28827	151	7	1448	5.4796594134342484	0.9999999997848278	0.9156927083354209	35.15869117327317
INTERPRO	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type	4	0.4371584699453552	0.04390909272687994	Q15262, P10586, P28828, P28827	166	8	1556	4.686746987951808	0.999999972855308	0.686975021355663	46.39474019265618
UP_KEYWORDS	Cell adhesion	8	0.8743169398907104	0.044922846385835796	Q6V0I7, P22105, P10586, P20241, P28828, P28827, Q2PZL6, Q00174	172	32	1616	2.3488372093023253	0.9999227458130626	0.6507773147914875	43.94787585496444
UP_KEYWORDS	Immunoglobulin domain	7	0.7650273224043715	0.05767229653135814	Q15262, P10586, Q23551, P20241, P28828, O18023, P28827	172	27	1616	2.4358311800172268	0.9999951515426638	0.6712444807858635	52.675760056419094
SMART	SM00408:IGc2	6	0.6557377049180327	0.06676378942299711	P10586, Q23551, P20241, A8DYP0, O18023, D3YXG0	114	17	836	2.588235294117647	0.9998099113827024	0.7602127877684132	54.97231392243553
UP_SEQ_FEATURE	domain:Fibronectin type-III 5	4	0.4371584699453552	0.07584350753007954	P22105, P10586, P20241, O18023	151	10	1448	3.835761589403974	1.0	0.9881311453113852	70.12387148042032
UP_SEQ_FEATURE	domain:Ig-like C2-type	4	0.4371584699453552	0.07584350753007954	Q15262, P28828, O18023, P28827	151	10	1448	3.835761589403974	1.0	0.9881311453113852	70.12387148042032
UP_SEQ_FEATURE	active site:Phosphocysteine intermediate	4	0.4371584699453552	0.07584350753007954	Q15262, P10586, P28828, P28827	151	10	1448	3.835761589403974	1.0	0.9881311453113852	70.12387148042032
INTERPRO	IPR003595:Protein-tyrosine phosphatase, catalytic	4	0.4371584699453552	0.0803494340048754	Q15262, P10586, P28828, P28827	166	10	1556	3.749397590361446	0.9999999999999923	0.8030830303191138	68.74937303200392
SMART	SM00194:PTPc	4	0.4371584699453552	0.08080287449294582	Q15262, P10586, P28828, P28827	114	8	836	3.6666666666666665	0.9999709815949664	0.7751926504041051	62.202444013165604
INTERPRO	IPR000387:Protein-tyrosine/Dual specificity phosphatase	4	0.4371584699453552	0.10217006278059168	Q15262, P10586, P28828, P28827	166	11	1556	3.408543263964951	1.0	0.8122533662182807	77.61058928108837
UP_SEQ_FEATURE	domain:MAM	3	0.32786885245901637	0.12106736720128489	Q15262, P28828, P28827	151	6	1448	4.794701986754967	1.0	0.9964550197937214	86.14622608469561
INTERPRO	IPR016130:Protein-tyrosine phosphatase, active site	4	0.4371584699453552	0.12604329007730591	Q15262, P10586, P28828, P28827	166	12	1556	3.1244979919678717	1.0	0.845397156372224	84.6001643142231
SMART	SM00404:PTPc_motif	4	0.4371584699453552	0.14171893056542875	Q15262, P10586, P28828, P28827	114	10	836	2.933333333333333	0.9999999941107204	0.8782237870904201	82.87655617088978
UP_SEQ_FEATURE	disulfide bond	16	1.7486338797814207	0.15578208520742093	Q6V0I7, Q9UGM3, Q15262, Q8K2W3, P20241, Q91W90, Q00174, P22105, P10586, P28828, O75581, P28827, O18023, Q2PZL6, P10079, O88281	151	110	1448	1.3948223961468995	1.0	0.9976607363512282	92.52682766675875
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	3	0.32786885245901637	0.1773721674985501	Q15262, P10586, P28827	158	7	1414	3.8354430379746836	1.0	0.9999686412810738	95.34496342277275
INTERPRO	IPR000998:MAM domain	3	0.32786885245901637	0.20479206093732702	Q15262, P28828, P28827	166	8	1556	3.5150602409638556	1.0	0.9036491295686981	95.8499525488708
GOTERM_MF_DIRECT	GO:0004725~protein tyrosine phosphatase activity	4	0.4371584699453552	0.22832811784136534	Q15262, P10586, P28828, P28827	152	15	1357	2.380701754385965	1.0	0.9901450826075038	96.88485586325328
UP_SEQ_FEATURE	signal peptide	18	1.9672131147540985	0.2731913351634892	Q6V0I7, Q9UGM3, Q15262, P20241, Q9UUH0, Q91W90, Q00174, P22105, P10586, Q5VV43, P28828, O75581, O18023, P28827, Q2PZL6, P10079, O88281, Q6NUS6	151	140	1448	1.2329233680227056	1.0	0.9996967096643129	99.245998088503
SMART	SM00137:MAM	3	0.32786885245901637	0.2956800616123393	Q15262, P28828, P28827	114	8	836	2.75	1.0	0.9448475014567207	98.25364223221989
UP_KEYWORDS	Signal	24	2.622950819672131	0.3147549698164234	Q6V0I7, O75382, O88427, Q9UGM3, Q15262, P20241, Q9UUH0, Q91W90, Q8K4Q0, Q4R9E0, Q00174, D3YXG0, P22105, P10586, Q5VV43, P28828, P27641, O75581, O18023, P28827, P10079, Q2PZL6, O88281, Q6NUS6	172	195	1616	1.156350626118068	1.0	0.8572400601052285	99.14386451801283
UP_KEYWORDS	Disulfide bond	20	2.185792349726776	0.31656645317578863	Q6V0I7, Q9UGM3, Q15262, Q8K2W3, P20241, Q91W90, Q99N01, Q00174, D3YXG0, P22105, P10586, Q23551, P28828, O75694, O75581, P28827, O18023, Q2PZL6, P10079, O88281	172	159	1616	1.18180488518356	1.0	0.8453945947646467	99.17193637771038
GOTERM_BP_DIRECT	GO:0031175~neuron projection development	3	0.32786885245901637	0.34972359310339074	Q15262, P28828, P28827	158	11	1414	2.4407364787111625	1.0	0.999999758851454	99.88413806125376
GOTERM_CC_DIRECT	GO:0005911~cell-cell junction	3	0.32786885245901637	0.3670166178076398	Q15262, P28828, P28827	157	12	1477	2.3519108280254777	1.0	0.9978306962163177	99.71337297745993
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	5	0.546448087431694	0.4312267512095723	P22105, Q15262, P10586, P28828, Q2PZL6	158	30	1414	1.4915611814345993	1.0	0.9999999204460437	99.98586425259116
UP_SEQ_FEATURE	topological domain:Extracellular	13	1.4207650273224044	0.5251652162714968	O88427, Q6V0I7, Q15262, P10586, Q5VV43, P20241, P28828, O15431, O75581, O18023, P28827, Q2PZL6, Q6NUS6	151	114	1448	1.0935285232949925	1.0	0.999997796626272	99.99888928200937
UP_KEYWORDS	Glycoprotein	25	2.73224043715847	0.5589210244126934	Q15262, Q9UGM3, D3YXG0, P22105, P10586, Q5VV43, P28828, O75694, O15431, P28827, O18023, P10079, O88427, A7XDQ9, Q6V0I7, P20241, Q99N01, Q4R9E0, Q00174, Q9NRA2, Q3UR85, O75581, Q6N021, Q2PZL6, Q6NUS6	172	229	1616	1.0256931044988322	1.0	0.9533821570531652	99.99666711033808
UP_KEYWORDS	Receptor	8	0.8743169398907104	0.5758477084095406	Q8NI08, Q86DA5, Q15262, P10586, P35570, P28828, O75581, P28827	172	67	1616	1.121832696980215	1.0	0.9573604707892643	99.99796398355991
GOTERM_BP_DIRECT	GO:0007165~signal transduction	6	0.6557377049180327	0.631766099702644	Q86DA5, Q15262, Q3B7D5, P28828, P28827, Q96FV9	158	48	1414	1.1186708860759493	1.0	0.9999999993939053	99.99998471723475
UP_KEYWORDS	Membrane	49	5.355191256830602	0.7482557906535333	Q7KRY7, Q15262, Q9UPN3, Q8K2W3, F1Q506, Q7L014, Q0VCR6, Q1HPL8, Q8K4K5, P09324, P63329, Q5ZM73, A8DZE7, P10586, Q5VV43, P28828, O75694, O15431, P53992, P28827, O18023, P50365, Q6VNB8, Q6DC04, Q8IV36, A7XDQ9, O88427, Q6V0I7, Q12829, Q8CI95, Q9D850, Q9BTW9, P20241, Q9UUH0, Q8BGQ6, Q4R9E0, Q99N01, Q9NRA2, A1A4L0, O95487, Q3UR85, G5EBQ8, Q5F3X8, Q80TE7, O75581, Q9D8L5, Q2PZL6, Q6NUS6, Q06486	172	485	1616	0.9492208103572285	1.0	0.9846799694834646	99.9999971469043
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	19	2.0765027322404372	0.764174445723854	Q6V0I7, A7XDQ9, O88427, Q9UGM3, Q15262, P20241, Q99N01, Q00174, P22105, P10586, Q5VV43, P28828, O15431, O75581, P28827, O18023, Q2PZL6, P10079, Q6NUS6	151	197	1448	0.9248663730796384	1.0	0.9999999997919269	99.99999997545416
UP_SEQ_FEATURE	transmembrane region	26	2.841530054644809	0.8373467137524857	Q15262, Q8K2W3, Q0VCR6, Q5ZM73, A8DZE7, P10586, Q5VV43, P28828, O15431, O18023, P28827, P50365, Q6V0I7, A7XDQ9, O88427, Q8IV36, Q9D850, P20241, Q9UUH0, Q99N01, Q9NRA2, Q3UR85, O75581, Q96AY4, Q2PZL6, Q6NUS6	151	280	1448	0.8904446546830652	1.0	0.9999999999980591	99.99999999991704
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	6	0.6557377049180327	0.86371005297142	Q15262, P10586, O15431, P28827, Q99N01, Q9NRA2	157	68	1477	0.8300861745972274	1.0	0.9999953609856227	99.99999999917026
UP_SEQ_FEATURE	topological domain:Cytoplasmic	14	1.530054644808743	0.8819186107012542	Q6V0I7, O88427, Q15262, P20241, Q5ZM73, P10586, Q5VV43, P28828, O75581, O15431, O18023, P28827, Q2PZL6, Q6NUS6	151	162	1448	0.828713923636661	1.0	0.999999999999947	99.99999999999939
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	28	3.060109289617486	0.9185275718080618	Q9UPN3, Q15262, Q8K2W3, Q0VCR6, A8DZE7, P10586, Q5VV43, P28828, O15431, O18023, P28827, P50365, Q6DC04, Q6V0I7, A7XDQ9, O88427, Q9D850, P20241, Q9UUH0, Q8BGQ6, Q4R9E0, Q99N01, Q9NRA2, Q3UR85, G5EBQ8, O75581, Q2PZL6, Q6NUS6	157	314	1477	0.8388981297415716	1.0	0.9999993794728859	99.99999999999886
UP_KEYWORDS	Transmembrane helix	29	3.169398907103825	0.9548510950028085	Q9UPN3, Q15262, Q8K2W3, Q0VCR6, Q5ZM73, A8DZE7, P10586, Q5VV43, P28828, O15431, O18023, P28827, P50365, Q6DC04, Q6V0I7, A7XDQ9, O88427, Q9D850, P20241, Q9UUH0, Q8BGQ6, Q4R9E0, Q99N01, Q9NRA2, Q3UR85, G5EBQ8, O75581, Q2PZL6, Q6NUS6	172	339	1616	0.8037319064279345	1.0	0.9995419302014176	100.0
UP_KEYWORDS	Transmembrane	29	3.169398907103825	0.9585679368810474	Q9UPN3, Q15262, Q8K2W3, Q0VCR6, Q5ZM73, A8DZE7, P10586, Q5VV43, P28828, O15431, O18023, P28827, P50365, Q6DC04, Q6V0I7, A7XDQ9, O88427, Q9D850, P20241, Q9UUH0, Q8BGQ6, Q4R9E0, Q99N01, Q9NRA2, Q3UR85, G5EBQ8, O75581, Q2PZL6, Q6NUS6	172	341	1616	0.7990179363022574	1.0	0.9995542673107067	100.0

Annotation Cluster 4	Enrichment Score: 1.001153308735501
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	14	1.530054644808743	0.004538391211019968	Q80Z37, Q86Y13, Q5PQN1, D2GXS7, Q8BH70, O70277, P58283, A4IF63, Q80TP3, Q9U489, A9JTP3, Q9R1R2, Q6TFL4, Q9D787	152	54	1357	2.314571150097466	0.7479839379229943	0.7479839379229943	5.9060919551077955
GOTERM_MF_DIRECT	GO:0061630~ubiquitin protein ligase activity	7	0.7650273224043715	0.017692849885900273	O75382, Q80Z37, Q86Y13, Q9R1R2, O70277, P58283, Q9D787	152	20	1357	3.124671052631579	0.9955235525677568	0.8351921743679032	21.251300774071325
UP_KEYWORDS	Ubl conjugation pathway	16	1.7486338797814207	0.04973852741561172	Q12829, P0C8Z3, Q80Z37, Q86Y13, Q5PQN1, D2GXS7, Q38997, Q5MNV8, Q8BH70, P58283, A4IF63, Q80TP3, Q9FHQ6, A9JTP3, Q4V8C4, Q9D787	172	91	1616	1.6519294658829542	0.9999727301313943	0.650402511076284	47.40521533916407
GOTERM_MF_DIRECT	GO:0016874~ligase activity	8	0.8743169398907104	0.09591768441925697	Q80Z37, Q80TP3, Q86Y13, D2GXS7, A9JTP3, P58283, A4IF63, Q9D787	152	36	1357	1.9839181286549707	0.9999999999999462	0.9872816466839477	74.06308354484861
INTERPRO	IPR013083:Zinc finger, RING/FYVE/PHD-type	11	1.2021857923497268	0.10339317492109655	O75382, P0C8Z3, Q80Z37, Q86Y13, Q8WYB5, D2GXS7, Q6VNB8, Q9R1R2, O70277, A4IF63, Q9D787	166	61	1556	1.6903021923760617	1.0	0.8038101190951077	78.0304360386885
INTERPRO	IPR001841:Zinc finger, RING-type	8	0.8743169398907104	0.1355332181905657	O75382, Q80Z37, Q86Y13, D2GXS7, A9JTP3, Q9R1R2, O70277, A4IF63	166	41	1556	1.8289744343226566	1.0	0.8575258729243258	86.76655183521405
SMART	SM00184:RING	8	0.8743169398907104	0.16298747921868717	O75382, Q80Z37, Q86Y13, D2GXS7, A9JTP3, Q9R1R2, O70277, A4IF63	114	34	836	1.7254901960784315	0.9999999997377217	0.8898774556405381	87.18401507015534
UP_KEYWORDS	Ligase	8	0.8743169398907104	0.19119756898790405	Q80Z37, Q86Y13, Q4R550, D2GXS7, Q5F408, P58283, A4IF63, Q9D787	172	45	1616	1.6702842377260982	1.0	0.8381990707562137	93.09265327754738
