NC_035787.1	45654370	45654372	52	NC_035787.1	45654369	45654686
NC_035787.1	53514333	53514335	52	NC_035787.1	53513829	53517825
NC_035787.1	53528804	53528806	63	NC_035787.1	53528487	53532675
NC_035787.1	56264362	56264364	63	NC_035787.1	56264207	56264493
NC_035787.1	59175630	59175632	62	NC_035787.1	59174736	59175676
NC_035787.1	63698646	63698648	55	NC_035787.1	63698550	63698853
NC_035788.1	13021323	13021325	57	NC_035788.1	13021293	13022002
NC_035788.1	18651924	18651926	51	NC_035788.1	18651886	18652428
NC_035788.1	22718206	22718207	63	NC_035788.1	22717972	22718207
NC_035788.1	46282476	46282478	50	NC_035788.1	46281952	46282594
NC_035788.1	48520658	48520660	51	NC_035788.1	48520310	48520678
NC_035788.1	48576353	48576355	55	NC_035788.1	48576293	48577347
NC_035788.1	49531182	49531184	58	NC_035788.1	49530769	49531759
NC_035788.1	56154690	56154692	54	NC_035788.1	56154678	56155051
NC_035788.1	56161204	56161206	51	NC_035788.1	56157149	56167347
NC_035788.1	56304983	56304985	57	NC_035788.1	56304211	56305323
NC_035788.1	59053241	59053243	73	NC_035788.1	59046521	59056051
NC_035788.1	59053337	59053339	60	NC_035788.1	59046521	59056051
NC_035788.1	66989251	66989253	54	NC_035788.1	66988946	66989321
NC_035788.1	76194268	76194270	51	NC_035788.1	76193695	76194295
NC_035788.1	76194281	76194283	50	NC_035788.1	76193695	76194295
NC_035788.1	77344601	77344602	54	NC_035788.1	77344065	77344602
NC_035788.1	99540196	99540198	51	NC_035788.1	99539617	99542075
