"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product"
"22","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22144200,22151499,"XM_022471406.1","Q9ULU4","PKCB1_HUMAN",2e-13,"uncharacterized LOC111126605"
"23","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22144228,22218222,"XM_022471370.1","A8GH44","PDXB_SERP5",0.44,"uncharacterized LOC111126605"
"24","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22144200,22228175,"111126605",22183787,22195974,"XM_022471379.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605"
"25","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,22154686,22178240,22071505,22257650,"111126660",22248003,22257647,"XM_022471459.1","A8GH44","PDXB_SERP5",0.11,"uncharacterized LOC111126660"
"26","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25848611,25884623,"XM_022484748.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like"
"27","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25851514,25884623,"XM_022484733.1","P70365","NCOA1_MOUSE",7e-66,"nuclear receptor coactivator 2-like"
"28","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25853693,25884623,"XM_022484722.1","P70365","NCOA1_MOUSE",8e-66,"nuclear receptor coactivator 2-like"
"29","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25845397,25884623,"XM_022484725.1","P70365","NCOA1_MOUSE",9e-66,"nuclear receptor coactivator 2-like"
"30","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25822372,25884623,"XM_022484704.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"31","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25842241,25884623,"XM_022484739.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like"
"32","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25822525,25884623,"XM_022484712.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"33","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,25858281,25863048,25822372,25884623,"111135015",25856805,25884623,"XM_022484695.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"34","NC_035780.1",27396183,27396183,52.6108743502084,"+",2.448830698055e-28,5.67279257459875e-26,27396140,27396706,27361633,27399528,"111135947",27361633,27399528,"XM_022486449.1","Q91YD4","TRPM2_MOUSE",4e-63,"transient receptor potential cation channel subfamily M member 1-like"
"35","NC_035780.1",27396183,27396183,52.6108743502084,"+",2.448830698055e-28,5.67279257459875e-26,27396140,27396706,27361633,27399528,"111135947",27361633,27399528,"XM_022486465.1","Q91YD4","TRPM2_MOUSE",5e-65,"transient receptor potential cation channel subfamily M member 1-like"
"36","NC_035780.1",27396183,27396183,52.6108743502084,"+",2.448830698055e-28,5.67279257459875e-26,27396140,27396706,27361633,27399528,"111135947",27361633,27399528,"XM_022486441.1","O94759","TRPM2_HUMAN",2e-62,"transient receptor potential cation channel subfamily M member 1-like"
"37","NC_035780.1",27396183,27396183,52.6108743502084,"+",2.448830698055e-28,5.67279257459875e-26,27396140,27396706,27361633,27399528,"111135947",27361633,27399528,"XM_022486458.1","Q91YD4","TRPM2_MOUSE",4e-64,"transient receptor potential cation channel subfamily M member 1-like"
"38","NC_035780.1",31302905,31302905,-60.3289335847475,"+",8.46636477075717e-18,5.623740062326e-16,31302841,31303151,31295876,31307973,"111124297",31295876,31307973,"XM_022467153.1","Q7ZXZ0","MCM3Z_XENLA",0,"zygotic DNA replication licensing factor mcm3-like"
"39","NC_035780.1",31302935,31302935,-58.2879612825166,"+",1.00954268196262e-17,6.62296112592393e-16,31302841,31303151,31295876,31307973,"111124297",31295876,31307973,"XM_022467153.1","Q7ZXZ0","MCM3Z_XENLA",0,"zygotic DNA replication licensing factor mcm3-like"
"40","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481965.1","Q800K6","TOB1A_XENLA",5e-161,"DNA topoisomerase 2-binding protein 1-like"
"41","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481956.1","Q800K6","TOB1A_XENLA",5e-160,"DNA topoisomerase 2-binding protein 1-like"
"42","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481956.1","Q800K6","TOB1A_XENLA",4e-86,"DNA topoisomerase 2-binding protein 1-like"
"43","NC_035780.1",32717031,32717031,-52.5962264150943,"+",8.45711739466131e-27,1.65358121928775e-24,32716795,32717179,32697475,32718987,"111133500",32697475,32718987,"XM_022481965.1","Q800K6","TOB1A_XENLA",4e-86,"DNA topoisomerase 2-binding protein 1-like"
"44","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32764085,32800756,"XM_022486734.1","Q9C0H5","RHG39_HUMAN",3e-41,"rho GTPase-activating protein 39-like"
"45","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32774894,32800756,"XM_022486752.1","Q9C0H5","RHG39_HUMAN",6e-22,"rho GTPase-activating protein 39-like"
"46","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32780044,32800756,"XM_022486775.1","Q9C0H5","RHG39_HUMAN",2e-162,"rho GTPase-activating protein 39-like"
"47","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32754200,32800756,"XM_022486743.1","Q9C0H5","RHG39_HUMAN",2e-41,"rho GTPase-activating protein 39-like"
"48","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32781557,32800756,"XM_022486782.1","Q9C0H5","RHG39_HUMAN",7e-162,"rho GTPase-activating protein 39-like"
"49","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32754200,32800756,"XM_022486743.1","Q9C0H5","RHG39_HUMAN",6e-162,"rho GTPase-activating protein 39-like"
"50","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32769864,32800756,"XM_022486761.1","Q9C0H5","RHG39_HUMAN",3e-162,"rho GTPase-activating protein 39-like"
"51","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32769864,32800756,"XM_022486761.1","Q9C0H5","RHG39_HUMAN",1e-22,"rho GTPase-activating protein 39-like"
"52","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486726.1","Q9C0H5","RHG39_HUMAN",4e-43,"rho GTPase-activating protein 39-like"
"53","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486715.1","Q9C0H5","RHG39_HUMAN",1e-40,"rho GTPase-activating protein 39-like"
"54","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32746900,32773125,"111136152",32746900,32773125,"XM_022486810.1","Q5ZKQ7","GID8_CHICK",2e-85,"glucose-induced degradation protein 8 homolog"
"55","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486726.1","Q9C0H5","RHG39_HUMAN",5e-161,"rho GTPase-activating protein 39-like"
"56","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32785998,32800756,"XM_022486791.1","Q9C0H5","RHG39_HUMAN",8e-163,"rho GTPase-activating protein 39-like"
"57","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32780043,32800756,"XM_022486769.1","Q9C0H5","RHG39_HUMAN",3e-162,"rho GTPase-activating protein 39-like"
"58","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32764085,32800756,"XM_022486734.1","Q9C0H5","RHG39_HUMAN",2e-161,"rho GTPase-activating protein 39-like"
"59","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32746900,32773125,"111136152",32746900,32754148,"XM_022486802.1","Q6PC55","GID8_DANRE",3e-85,"glucose-induced degradation protein 8 homolog"
"60","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32774894,32800756,"XM_022486752.1","Q9C0H5","RHG39_HUMAN",6e-162,"rho GTPase-activating protein 39-like"
"61","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486715.1","Q9C0H5","RHG39_HUMAN",6e-161,"rho GTPase-activating protein 39-like"
"62","NC_035780.1",35969129,35969129,-53.350874477635,"+",3.61526679125619e-15,1.69130765509912e-13,35969070,35986498,35960923,35999467,"111124518",35963457,35998089,"XM_022467460.1","Q803C9","PTSS1_DANRE",4e-153,"phosphatidylserine synthase 1-like"
"63","NC_035780.1",35969129,35969129,-53.350874477635,"+",3.61526679125619e-15,1.69130765509912e-13,35969070,35986498,35960923,35999467,"111124518",35963460,35999467,"XM_022467441.1","Q803C9","PTSS1_DANRE",7e-148,"phosphatidylserine synthase 1-like"
"64","NC_035780.1",35969129,35969129,-53.350874477635,"+",3.61526679125619e-15,1.69130765509912e-13,35969070,35986498,35960923,35999467,"111124518",35960923,35999467,"XM_022467451.1","Q803C9","PTSS1_DANRE",6e-148,"phosphatidylserine synthase 1-like"
"65","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225040,38243110,"XM_022465051.1","Q80U16","RIPR2_MOUSE",4e-26,"rho family-interacting cell polarization regulator 2-like"
"66","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213402,38243110,"XM_022465020.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"67","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"68","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464996.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"69","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38223116,38243110,"XM_022465034.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"70","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225898,38243110,"XM_022465062.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"71","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022464980.1","Q80U16","RIPR2_MOUSE",3e-26,"rho family-interacting cell polarization regulator 2-like"
"72","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",1e-61,"rho family-interacting cell polarization regulator 2-like"
"73","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225040,38243110,"XM_022465051.1","Q80U16","RIPR2_MOUSE",2e-61,"rho family-interacting cell polarization regulator 2-like"
"74","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",4e-58,"rho family-interacting cell polarization regulator 2-like"
"75","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209800,38243110,"XM_022465012.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"76","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"77","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022464980.1","Q80U16","RIPR2_MOUSE",3e-61,"rho family-interacting cell polarization regulator 2-like"
"78","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38223116,38243110,"XM_022465034.1","Q80U16","RIPR2_MOUSE",2e-61,"rho family-interacting cell polarization regulator 2-like"
"79","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213284,38243110,"XM_022465005.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"80","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464987.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"81","NC_035780.1",55852213,55852213,58.0645161290323,"+",1.30976739966275e-14,5.65451458281376e-13,55852062,55852336,55842639,55853933,"111125598",NA,NA,NA,NA,NA,NA,NA
"82","NC_035780.1",57337101,57337101,-54.8387096774194,"+",2.12957401925827e-10,4.79823247989426e-09,57336210,57338139,57313370,57338228,"111135160",57313370,57338228,"XM_022484960.1","Q9UNS1","TIM_HUMAN",0,"protein timeless homolog"
"83","NC_035780.1",57337101,57337101,-54.8387096774194,"+",2.12957401925827e-10,4.79823247989426e-09,57336210,57338139,57313370,57338228,"111135160",57313370,57338228,"XM_022484960.1","Q9UNS1","TIM_HUMAN",6e-14,"protein timeless homolog"
"84","NC_035780.1",60587462,60587462,-74.1221174004193,"+",3.47772908122361e-43,3.23753743887142e-40,60586242,60590093,60582499,60600638,"111130677",NA,NA,NA,NA,NA,NA,NA
"85","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464242.1","Q0VCR6","TMM68_BOVIN",1.3,"transmembrane protein 68-like"
"86","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464243.1","Q0VCR6","TMM68_BOVIN",7e-92,"transmembrane protein 68-like"
"87","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464241.1","Q9D850","TMM68_MOUSE",2e-81,"transmembrane protein 68-like"
"88","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464242.1","Q0VCR6","TMM68_BOVIN",1e-81,"transmembrane protein 68-like"
"89","NC_035781.1",631437,631437,-60.7191644074564,"+",2.43627110549684e-42,2.13272372793813e-39,631289,631459,629192,640054,"111120127",630054,640054,"XM_022460832.1","B4NKI9","CARM1_DROWI",0,"histone-arginine methyltransferase CARMER-like"
"90","NC_035781.1",631437,631437,-60.7191644074564,"+",2.43627110549684e-42,2.13272372793813e-39,631289,631459,629192,640054,"111120127",629192,640053,"XM_022460831.1","Q6DC04","CARM1_DANRE",0,"histone-arginine methyltransferase CARMER-like"
"91","NC_035781.1",1874188,1874188,-51.5508021390374,"+",4.86980778688703e-16,2.54604005102588e-14,1870070,1875892,1857266,1876606,"111121726",1857266,1876606,"XM_022463113.1","Q96FV9","THOC1_HUMAN",0,"THO complex subunit 1-like"
"92","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10435153,"XM_022460398.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"93","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10433201,"XM_022460397.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"94","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10438076,"XM_022460400.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"95","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10438076,"XM_022460399.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"96","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10296923,10783376,"111119896",10296923,10783376,"XM_022460469.1","Q5AF03","HSP31_CANAL",4e-29,"glyoxalase 3-like"
"97","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10435155,"XM_022460395.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"98","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10296923,10783376,"111119896",10780047,10783376,"XM_022460468.1","Q5AF03","HSP31_CANAL",7e-29,"glyoxalase 3-like"
"99","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10433478,"XM_022460403.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"100","NC_035781.1",10430445,10430444,-52.0833333333333,"+",3.8020179096122e-21,3.81410126432649e-19,10429267,10430445,10416559,10438076,"111119859",10416559,10435153,"XM_022460396.1","O43303","CP110_HUMAN",2e-27,"mucin-17-like"
"101","NC_035781.1",13281050,13281050,-51.4929742388759,"+",1.0700218435283e-21,1.15267781551784e-19,13281010,13281749,13268605,13286933,"111120603",13268605,13286933,"XM_022461447.1","Q15438","CYH1_HUMAN",0,"cytohesin-1-like"
"102","NC_035781.1",20200245,20200245,-68.60982016569,"+",3.19495686766719e-25,5.1626365272406e-23,20200144,20200691,20190184,20206936,"111118300",20190184,20206936,"XM_022457683.1","Q8WYB5","KAT6B_HUMAN",8e-126,"histone acetyltransferase KAT6B-like"
"103","NC_035781.1",20200245,20200245,-68.60982016569,"+",3.19495686766719e-25,5.1626365272406e-23,20200144,20200691,20190184,20206936,"111118300",20190184,20206936,"XM_022457683.1","Q8WYB5","KAT6B_HUMAN",5e-76,"histone acetyltransferase KAT6B-like"
"104","NC_035781.1",20200245,20200245,-68.60982016569,"+",3.19495686766719e-25,5.1626365272406e-23,20200144,20200691,20190184,20206936,"111118300",20190184,20206936,"XM_022457683.1","Q8WYB5","KAT6B_HUMAN",0.54,"histone acetyltransferase KAT6B-like"
"105","NC_035781.1",22439770,22439770,53.8431991220248,"+",7.04523840906674e-52,1.31173087853659e-48,22437653,22442958,22434445,22454564,"111120358",22434445,22454564,"XM_022461079.1","Q9WTV0","PREB_RAT",4e-68,"prolactin regulatory element-binding protein-like"
