"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product"
"55","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486726.1","Q9C0H5","RHG39_HUMAN",5e-161,"rho GTPase-activating protein 39-like"
"56","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32785998,32800756,"XM_022486791.1","Q9C0H5","RHG39_HUMAN",8e-163,"rho GTPase-activating protein 39-like"
"57","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32780043,32800756,"XM_022486769.1","Q9C0H5","RHG39_HUMAN",3e-162,"rho GTPase-activating protein 39-like"
"58","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32764085,32800756,"XM_022486734.1","Q9C0H5","RHG39_HUMAN",2e-161,"rho GTPase-activating protein 39-like"
"59","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32746900,32773125,"111136152",32746900,32754148,"XM_022486802.1","Q6PC55","GID8_DANRE",3e-85,"glucose-induced degradation protein 8 homolog"
"60","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32774894,32800756,"XM_022486752.1","Q9C0H5","RHG39_HUMAN",6e-162,"rho GTPase-activating protein 39-like"
"61","NC_035780.1",32766798,32766798,58.1214689265537,"+",3.6984292636719e-19,2.91447445138457e-17,32766346,32769863,32754200,32800756,"111136106",32760682,32800756,"XM_022486715.1","Q9C0H5","RHG39_HUMAN",6e-161,"rho GTPase-activating protein 39-like"
"65","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225040,38243110,"XM_022465051.1","Q80U16","RIPR2_MOUSE",4e-26,"rho family-interacting cell polarization regulator 2-like"
"66","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213402,38243110,"XM_022465020.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"67","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"68","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464996.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"69","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38223116,38243110,"XM_022465034.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"70","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225898,38243110,"XM_022465062.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"71","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022464980.1","Q80U16","RIPR2_MOUSE",3e-26,"rho family-interacting cell polarization regulator 2-like"
"72","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",1e-61,"rho family-interacting cell polarization regulator 2-like"
"73","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225040,38243110,"XM_022465051.1","Q80U16","RIPR2_MOUSE",2e-61,"rho family-interacting cell polarization regulator 2-like"
"74","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",4e-58,"rho family-interacting cell polarization regulator 2-like"
"75","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209800,38243110,"XM_022465012.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"76","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like"
"77","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022464980.1","Q80U16","RIPR2_MOUSE",3e-61,"rho family-interacting cell polarization regulator 2-like"
"78","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38223116,38243110,"XM_022465034.1","Q80U16","RIPR2_MOUSE",2e-61,"rho family-interacting cell polarization regulator 2-like"
"79","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213284,38243110,"XM_022465005.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like"
"80","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464987.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like"
"81","NC_035780.1",55852213,55852213,58.0645161290323,"+",1.30976739966275e-14,5.65451458281376e-13,55852062,55852336,55842639,55853933,"111125598",NA,NA,NA,NA,NA,NA,NA
"85","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464242.1","Q0VCR6","TMM68_BOVIN",1.3,"transmembrane protein 68-like"
"86","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464243.1","Q0VCR6","TMM68_BOVIN",7e-92,"transmembrane protein 68-like"
"87","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464241.1","Q9D850","TMM68_MOUSE",2e-81,"transmembrane protein 68-like"
"88","NC_035781.1",275905,275905,53.7047222440481,"+",1.37738219756852e-17,8.88886810629668e-16,275741,275931,270013,278295,"111122443",270013,278295,"XM_022464242.1","Q0VCR6","TMM68_BOVIN",1e-81,"transmembrane protein 68-like"
"105","NC_035781.1",22439770,22439770,53.8431991220248,"+",7.04523840906674e-52,1.31173087853659e-48,22437653,22442958,22434445,22454564,"111120358",22434445,22454564,"XM_022461079.1","Q9WTV0","PREB_RAT",4e-68,"prolactin regulatory element-binding protein-like"
"106","NC_035781.1",24474568,24474568,53.0612244897959,"+",3.45344020244e-08,5.11578311029646e-07,24473564,24474586,24468785,24491957,"111118347",NA,NA,NA,NA,NA,NA,NA
"107","NC_035781.1",28525220,28525220,50.6208425720621,"+",3.44255838976761e-18,2.40702064011697e-16,28524794,28526636,28506678,28526775,"111120922",28506678,28526775,"XM_022461973.1","Q6INU8","TT30A_XENLA",0,"tetratricopeptide repeat protein 30A-like"
"108","NC_035781.1",28525220,28525220,50.6208425720621,"+",3.44255838976761e-18,2.40702064011697e-16,28524794,28526636,28506678,28526775,"111120922",28506678,28526775,"XM_022461972.1","Q6INU8","TT30A_XENLA",0,"tetratricopeptide repeat protein 30A-like"
"109","NC_035781.1",28525220,28525220,50.6208425720621,"+",3.44255838976761e-18,2.40702064011697e-16,28524794,28526636,28506678,28526775,"111120922",28506678,28526775,"XM_022461974.1","Q6INU8","TT30A_XENLA",0,"tetratricopeptide repeat protein 30A-like"
"110","NC_035781.1",28525220,28525220,50.6208425720621,"+",3.44255838976761e-18,2.40702064011697e-16,28524794,28526636,28506678,28526775,"111120922",28506678,28526775,"XM_022461971.1","Q6INU8","TT30A_XENLA",0,"tetratricopeptide repeat protein 30A-like"
"111","NC_035781.1",29126964,29126964,51.989247311828,"+",1.16075549193079e-18,8.58066241996831e-17,29126706,29127029,29124655,29135389,"111120737",29124655,29135389,"XM_022461672.1","Q15262","PTPRK_HUMAN",3e-149,"receptor-type tyrosine-protein phosphatase kappa-like"
"112","NC_035781.1",29385293,29385293,56.0455530307034,"+",4.06393263338884e-33,1.56467931280426e-30,29385273,29385359,29382512,29399362,"111118920",29382512,29399362,"XM_022458636.1","Q96SB8","SMC6_HUMAN",0,"structural maintenance of chromosomes protein 6-like"
"113","NC_035781.1",29385293,29385293,56.0455530307034,"+",4.06393263338884e-33,1.56467931280426e-30,29385273,29385359,29382512,29399362,"111118920",29382512,29399362,"XM_022458635.1","Q96SB8","SMC6_HUMAN",0,"structural maintenance of chromosomes protein 6-like"
"115","NC_035781.1",37444182,37444182,56.4884302689181,"+",4.17574291593903e-27,8.34781880822501e-25,37442451,37444492,37438984,37455180,"111120273",37438984,37455180,"XM_022460996.1","Q8IV36","HID1_HUMAN",0,"protein HID1-like"
"119","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43373279,43388695,"XM_022463784.1","Q8TDM6","DLG5_HUMAN",1e-85,"disks large homolog 5-like"
"120","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43368126,43388695,"XM_022463785.1","Q8TDM6","DLG5_HUMAN",3e-67,"disks large homolog 5-like"
"121","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43370655,43388695,"XM_022463783.1","Q8TDM6","DLG5_HUMAN",1e-85,"disks large homolog 5-like"
"122","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43370655,43388695,"XM_022463783.1","Q8TDM6","DLG5_HUMAN",2e-67,"disks large homolog 5-like"
"123","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43360157,43391468,"XM_022463787.1","Q8TDM6","DLG5_HUMAN",2e-85,"disks large homolog 5-like"
"124","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43368126,43388695,"XM_022463785.1","Q8TDM6","DLG5_HUMAN",2e-85,"disks large homolog 5-like"
"125","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43360157,43391468,"XM_022463787.1","Q8TDM6","DLG5_HUMAN",4e-95,"disks large homolog 5-like"
"126","NC_035781.1",43382431,43382431,52.2161172161172,"+",3.15330838737188e-11,8.21211047629859e-10,43382263,43382467,43360157,43391468,"111122172",43373279,43388695,"XM_022463784.1","Q8TDM6","DLG5_HUMAN",3e-67,"disks large homolog 5-like"
"128","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47245757,"XM_022459691.1","Q9VJ79","PDE11_DROME",8e-17,"dual 3'"
"129","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47240036,"XM_022459694.1","Q9VJ79","PDE11_DROME",6e-26,"dual 3'"
"130","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47240070,"XM_022459693.1","Q9VJ79","PDE11_DROME",6e-26,"dual 3'"
"131","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47240070,"XM_022459693.1","Q9VJ79","PDE11_DROME",0,"dual 3'"
"132","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47245756,"XM_022459692.1","Q9VJ79","PDE11_DROME",8e-17,"dual 3'"
"133","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47245756,"XM_022459692.1","Q9VJ79","PDE11_DROME",0,"dual 3'"
"134","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47240036,"XM_022459694.1","Q9VJ79","PDE11_DROME",0,"dual 3'"
"135","NC_035781.1",47215728,47215728,52.0504385964912,"+",1.32841491130614e-22,1.60808720502215e-20,47214786,47215755,47208391,47245757,"111119490",47208391,47245757,"XM_022459691.1","Q9VJ79","PDE11_DROME",0,"dual 3'"
"136","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000123,"XM_022458469.1","A1L253","F149B_DANRE",4e-28,"protein FAM149B1-like"
"137","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48985343,49000124,"XM_022458466.1","A1L253","F149B_DANRE",1e-35,"protein FAM149B1-like"
"138","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000118,"XM_022458461.1","A1L253","F149B_DANRE",3e-35,"protein FAM149B1-like"
"139","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000124,"XM_022458462.1","A1L253","F149B_DANRE",4e-35,"protein FAM149B1-like"
"140","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000119,"XM_022458460.1","A1L253","F149B_DANRE",3e-35,"protein FAM149B1-like"
"141","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000118,"XM_022458463.1","A1L253","F149B_DANRE",5e-36,"protein FAM149B1-like"
"142","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49017599,"XM_022458470.1","A1L253","F149B_DANRE",6e-35,"protein FAM149B1-like"
"143","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49008766,"XM_022458468.1","A1L253","F149B_DANRE",6e-35,"protein FAM149B1-like"
"144","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48983080,49000117,"XM_022458467.1","A1L253","F149B_DANRE",8e-36,"protein FAM149B1-like"
"145","NC_035781.1",49000883,49000883,61.1087795870405,"+",6.98932584109471e-33,2.6222101173906e-30,49000124,49007859,48983080,49017599,"111118823",48985314,49000124,"XM_022458464.1","A1L253","F149B_DANRE",1e-35,"protein FAM149B1-like"
"146","NC_035781.1",53358700,53358700,56.9805289160128,"+",7.38592661008781e-36,3.64894616666055e-33,53358683,53358814,53327375,53366545,"111119711",53327378,53366545,"XM_022460141.1","Q9BTW9","TBCD_HUMAN",0,"tubulin-specific chaperone D-like"
"156","NC_035781.1",56296257,56296257,63.1414267834793,"+",7.22237719824621e-25,1.12059316251408e-22,56294747,56296312,56292117,56296488,"111120110",56292117,56296488,"XM_022460791.1","Q1HPL8","NDUBA_BOMMO",3e-32,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like"
"157","NC_035781.1",59274912,59274912,61.2453531598513,"+",5.33422665209681e-40,3.75943040303594e-37,59274798,59275118,59272570,59279290,"111119269",59272570,59279290,"XM_022459280.1","O42249","GBLP_ORENI",0,"guanine nucleotide-binding protein subunit beta-2-like 1"
"169","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59711508,"XM_022462543.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"170","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59711508,"XM_022462546.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"171","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59705615,"XM_022462548.1","P22311","PU91_BRACO",0.019,"uncharacterized LOC111121323"
"172","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59704420,"XM_022462549.1","P22311","PU91_BRACO",0.019,"uncharacterized LOC111121323"
"173","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59711508,"XM_022462545.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"174","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59711508,"XM_022462547.1","P12814","ACTN1_HUMAN",2e-06,"uncharacterized LOC111121323"
"175","NC_035781.1",59698880,59698880,66.4713759625042,"+",1.18936229803391e-21,1.27081147874477e-19,59697565,59698976,59688080,59711516,"111121323",59688080,59711516,"XM_022462544.1","Q3B7N2","ACTN1_BOVIN",3e-05,"uncharacterized LOC111121323"
"188","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4754931,4763219,"XM_022466477.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"189","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4735557,4763219,"XM_022466482.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"190","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4730322,4749714,"XM_022466484.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"191","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4716673,4749717,"XM_022466478.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"192","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4730317,4763219,"XM_022466485.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"193","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4726536,4749717,"XM_022466479.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"194","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4735562,4749716,"XM_022466481.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"195","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4742527,4749716,"XM_022466476.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"196","NC_035782.1",4729349,4729349,55.3534303534303,"+",3.37213228460818e-15,1.58469513310338e-13,4727997,4730316,4716673,4763219,"111123849",4727151,4749668,"XM_022466483.1","A4IF63","TRIM2_BOVIN",0,"tripartite motif-containing protein 2-like"
"199","NC_035782.1",29760017,29760017,50.1901402391809,"+",6.78595007521677e-31,2.09274341911476e-28,29759253,29763758,29755965,29765987,"111122866",29755965,29765987,"XM_022464880.1","Q9CWR2","SMYD3_MOUSE",9e-73,"histone-lysine N-methyltransferase SMYD3-like"
"203","NC_035782.1",45857196,45857196,52.1154543173391,"+",8.46392282619501e-52,1.55269671005455e-48,45855582,45860248,45855457,45861802,"111125368",45855457,45861802,"XM_022469115.1","A5WUL3","MED22_DANRE",3e-57,"mediator of RNA polymerase II transcription subunit 22-like"
