"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product"
"23","NC_035780.1",4289629,4289629,-52.2097927746195,"+",2.28939540201561e-25,3.75530692871214e-23,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like"
"24","NC_035780.1",4289629,4289629,-52.2097927746195,"+",2.28939540201561e-25,3.75530692871214e-23,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",5e-06,"calmodulin-regulated spectrin-associated protein 1-like"
"25","NC_035780.1",4289629,4289629,-52.2097927746195,"+",2.28939540201561e-25,3.75530692871214e-23,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like"
"29","NC_035780.1",4288214,4288214,-58.168449197861,"+",1.03297953561797e-29,2.74460576897546e-27,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like"
"30","NC_035780.1",4288214,4288214,-58.168449197861,"+",1.03297953561797e-29,2.74460576897546e-27,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",5e-06,"calmodulin-regulated spectrin-associated protein 1-like"
"31","NC_035780.1",4288214,4288214,-58.168449197861,"+",1.03297953561797e-29,2.74460576897546e-27,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like"
"32","NC_035780.1",4286803,4286803,-62.0490797546012,"+",3.85745583569328e-16,2.04200767030581e-14,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",2e-37,"calmodulin-regulated spectrin-associated protein 1-like"
"33","NC_035780.1",4286803,4286803,-62.0490797546012,"+",3.85745583569328e-16,2.04200767030581e-14,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",5e-06,"calmodulin-regulated spectrin-associated protein 1-like"
"34","NC_035780.1",4286803,4286803,-62.0490797546012,"+",3.85745583569328e-16,2.04200767030581e-14,0,"NC_035780.1",4282771,4298209,"111127966",4282771,4298209,"XM_022473296.1","Q5T5Y3","CAMP1_HUMAN",1e-79,"calmodulin-regulated spectrin-associated protein 1-like"
"35","NC_035780.1",8693288,8693288,-52.283522104494,"+",8.98883317830873e-22,9.75904099872946e-20,0,"NC_035780.1",8692509,8698183,"111137060",8692509,8698183,"XM_022488304.1","Q6TGY8","EMC2_DANRE",2e-88,"ER membrane protein complex subunit 2-like"
"37","NC_035780.1",9110275,9110275,-63.6439567402543,"+",1.04638360867521e-52,2.15754272156723e-49,0,"NC_035780.1",9103662,9111843,"111101089",9103662,9111843,"XM_022433383.1","O94889","KLH18_HUMAN",0,"kelch-like protein 18"
"412","NC_035780.1",17093219,17093219,-52.9967159277504,"+",1.26074972979324e-14,5.45233072421469e-13,0,"NC_035780.1",17089706,17093548,"111102762",17089706,17093548,"XM_022435632.1","Q06AA4","SNRPA_PIG",2e-50,"U1 small nuclear ribonucleoprotein A-like"
"413","NC_035780.1",17093219,17093219,-52.9967159277504,"+",1.26074972979324e-14,5.45233072421469e-13,0,"NC_035780.1",17089706,17093548,"111102762",17089706,17093548,"XM_022435632.1","Q06AA4","SNRPA_PIG",1e-38,"U1 small nuclear ribonucleoprotein A-like"
"414","NC_035780.1",17488959,17488959,-57.0731707317073,"+",5.71400122627172e-26,1.01033910321041e-23,0,"NC_035780.1",17457431,17541765,"111120886",17457431,17541765,"XM_022461910.1","Q9NU22","MDN1_HUMAN",0,"midasin-like"
"415","NC_035780.1",17488959,17488959,-57.0731707317073,"+",5.71400122627172e-26,1.01033910321041e-23,0,"NC_035780.1",17457431,17541765,"111120886",17457431,17541765,"XM_022461910.1","Q9NU22","MDN1_HUMAN",0,"midasin-like"
"416","NC_035780.1",19149581,19149581,-61.0240190685735,"+",1.95455199452061e-26,3.63911915545465e-24,0,"NC_035780.1",19113704,19150486,"111126296",19118677,19149749,"XM_022470822.1","O60244","MED14_HUMAN",0,"mediator of RNA polymerase II transcription subunit 14-like"
"417","NC_035780.1",19149581,19149581,-61.0240190685735,"+",1.95455199452061e-26,3.63911915545465e-24,0,"NC_035780.1",19113704,19150486,"111126296",19113704,19149749,"XM_022470831.1","O60244","MED14_HUMAN",0,"mediator of RNA polymerase II transcription subunit 14-like"
"418","NC_035780.1",19149581,19149581,-61.0240190685735,"+",1.95455199452061e-26,3.63911915545465e-24,0,"NC_035780.1",19113704,19150486,"111126296",19120062,19150486,"XM_022470841.1","O60244","MED14_HUMAN",0,"mediator of RNA polymerase II transcription subunit 14-like"
"421","NC_035780.1",19968153,19968153,-60.0470430107527,"+",5.91304462135748e-20,5.13308243455607e-18,0,"NC_035780.1",19964628,19969093,"111102183",19964628,19969093,"XM_022434871.1","Q8BNU0","ARMC6_MOUSE",2e-121,"armadillo repeat-containing protein 6-like"
"422","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22071505,22257650,"111126660",22248003,22257647,"XM_022471459.1","A8GH44","PDXB_SERP5",0.11,"uncharacterized LOC111126660"
"423","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22071505,22257650,"111126660",22071505,22257650,"XM_022471452.1","A8GH44","PDXB_SERP5",0.1,"uncharacterized LOC111126660"
"424","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22144258,22195974,"XM_022471362.1","Q9ULU4","PKCB1_HUMAN",2e-14,"uncharacterized LOC111126605"
"425","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22207238,22228175,"XM_022471397.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605"
"426","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22183787,22195974,"XM_022471379.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605"
"427","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22210805,22228175,"XM_022471388.1","Q9ULU4","PKCB1_HUMAN",1e-14,"uncharacterized LOC111126605"
"428","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22144200,22151499,"XM_022471406.1","Q9ULU4","PKCB1_HUMAN",2e-13,"uncharacterized LOC111126605"
"429","NC_035780.1",22177829,22177829,-51.8586936690385,"+",6.80803459919686e-29,1.66197583451533e-26,0,"NC_035780.1",22144200,22228175,"111126605",22144228,22218222,"XM_022471370.1","A8GH44","PDXB_SERP5",0.44,"uncharacterized LOC111126605"
"435","NC_035780.1",24258095,24258095,-50.2401798176446,"+",9.57483535031815e-29,2.30582001947028e-26,0,"NC_035780.1",24250832,24260358,"111130305",24250832,24260358,"XM_022477202.1","P10076","ZFP26_MOUSE",2e-33,"zinc finger and BTB domain-containing protein 17-like"
"436","NC_035780.1",24258095,24258095,-50.2401798176446,"+",9.57483535031815e-29,2.30582001947028e-26,0,"NC_035780.1",24250832,24260358,"111130305",24250832,24260358,"XM_022477202.1","P10076","ZFP26_MOUSE",2e-28,"zinc finger and BTB domain-containing protein 17-like"
"437","NC_035780.1",24258095,24258095,-50.2401798176446,"+",9.57483535031815e-29,2.30582001947028e-26,0,"NC_035780.1",24250832,24260358,"111130305",24250832,24260358,"XM_022477202.1","P10076","ZFP26_MOUSE",1e-32,"zinc finger and BTB domain-containing protein 17-like"
"438","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25853693,25884623,"XM_022484722.1","P70365","NCOA1_MOUSE",8e-66,"nuclear receptor coactivator 2-like"
"439","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25845397,25884623,"XM_022484725.1","P70365","NCOA1_MOUSE",9e-66,"nuclear receptor coactivator 2-like"
"440","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25822372,25884623,"XM_022484704.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"441","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25851514,25884623,"XM_022484733.1","P70365","NCOA1_MOUSE",7e-66,"nuclear receptor coactivator 2-like"
"442","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25856805,25884623,"XM_022484695.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"443","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25848611,25884623,"XM_022484748.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like"
"444","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25842241,25884623,"XM_022484739.1","P70365","NCOA1_MOUSE",4e-66,"nuclear receptor coactivator 2-like"
"445","NC_035780.1",25858298,25858298,-51.3262093311707,"+",1.62846067324196e-27,3.4227911653837e-25,0,"NC_035780.1",25822372,25884623,"111135015",25822525,25884623,"XM_022484712.1","P70365","NCOA1_MOUSE",2e-66,"nuclear receptor coactivator 2-like"
"446","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",5e-08,"protein scribble homolog"
"447","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",1e-05,"protein scribble homolog"
"448","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog"
"449","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog"
"450","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",4e-161,"protein scribble homolog"
"451","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog"
"452","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",9e-07,"protein scribble homolog"
"453","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog"
"454","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",4e-05,"protein scribble homolog"
"455","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",7e-23,"protein scribble homolog"
"456","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",1e-04,"protein scribble homolog"
"457","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",2e-10,"protein scribble homolog"
"458","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",2.5,"protein scribble homolog"
"459","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662144,26696606,"XM_022451426.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog"
"460","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",4e-13,"protein scribble homolog"
"461","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-05,"protein scribble homolog"
"462","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",8e-07,"protein scribble homolog"
"463","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",7e-23,"protein scribble homolog"
"464","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-18,"protein scribble homolog"
"465","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-161,"protein scribble homolog"
"466","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog"
"467","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",5e-11,"protein scribble homolog"
"468","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",4e-05,"protein scribble homolog"
"469","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog"
"470","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",1e-04,"protein scribble homolog"
"471","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",5e-08,"protein scribble homolog"
"472","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",2.4,"protein scribble homolog"
"473","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451376.1","Q7KRY7","LAP4_DROME",2e-10,"protein scribble homolog"
"474","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",2e-20,"protein scribble homolog"
"475","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog"
"476","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-58,"protein scribble homolog"
"477","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-10,"protein scribble homolog"
"478","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",6e-23,"protein scribble homolog"
"479","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-159,"protein scribble homolog"
"480","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-05,"protein scribble homolog"
"481","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-15,"protein scribble homolog"
"482","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-11,"protein scribble homolog"
"483","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-05,"protein scribble homolog"
"484","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog"
"485","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",2.4,"protein scribble homolog"
"486","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",8e-07,"protein scribble homolog"
"487","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662146,26696606,"XM_022451353.1","Q7KRY7","LAP4_DROME",1e-04,"protein scribble homolog"
"488","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",4e-11,"protein scribble homolog"
"489","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",9e-59,"protein scribble homolog"
"490","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",3e-08,"protein scribble homolog"
"491","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",1e-10,"protein scribble homolog"
"492","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",7e-07,"protein scribble homolog"
"493","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",4e-05,"protein scribble homolog"
"494","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",2.6,"protein scribble homolog"
"495","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",8e-19,"protein scribble homolog"
"496","NC_035780.1",26676904,26676904,-61.473707966599,"+",1.97073488282654e-41,1.58606271668681e-38,0,"NC_035780.1",26659273,26696606,"111113238",26662145,26696606,"XM_022451367.1","Q7KRY7","LAP4_DROME",1e-12,"protein scribble homolog"
