solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	33.77	231	139	6	20	700	1513	1733	5e-29	 128
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	30.84	214	135	6	29	661	1171	1374	4e-25	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	31.58	228	143	9	32	700	2228	2447	1e-24	 114
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	31.67	221	140	7	29	682	1744	1956	4e-24	 112
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	29.41	238	150	8	5	694	2920	3147	2e-23	 109
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	29.05	241	151	11	5	703	1278	1506	7e-23	 108
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	28.70	230	152	6	44	697	2103	2332	2e-22	 107
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	29.60	223	144	9	44	694	1059	1274	2e-22	 106
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	27.43	237	157	7	20	700	3392	3623	4e-21	 102
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_473	sp|Q5RBI3|PSD12_PONAB	69.12	68	21	0	3	206	388	455	1e-21	 101
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_481	sp|O01666|ATPG_DROME	53.33	105	46	2	3	314	53	155	1e-26	 118
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_483	sp|P34058|HS90B_RAT	81.00	100	19	0	1	300	599	698	3e-33	 140
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_497	sp|Q7TPJ0|SSRA_RAT	49.80	249	100	6	16	750	39	266	5e-51	 201
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_519	sp|Q02926|RB97D_DROME	52.43	103	48	1	3	308	86	188	7e-26	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_531	sp|Q34949|NU4M_LUMTE	59.91	212	84	1	65	700	188	398	1e-55	 216
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_533	sp|Q9GMB0|RPN1_PIG	58.87	124	51	0	3	374	398	521	8e-38	 155
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_539	sp|Q8WR62|VERL_HALRU	48.45	97	50	0	1	291	3574	3670	1e-23	 108
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_545	sp|Q5ZJF4|PRDX6_CHICK	70.37	162	40	2	1	471	25	183	2e-59	 228
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_552	sp|Q37546|NU1M_LUMTE	59.86	284	110	2	1	852	20	299	1e-90	 333
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_553	sp|Q9VLM5|DAD1_DROME	76.70	103	24	0	1	309	10	112	3e-43	 173
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_554	sp|Q9N2W7|NDUAC_CAEEL	47.73	132	68	1	6	398	11	142	9e-35	 145
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_560	sp|Q6DBT3|TXD17_DANRE	55.95	84	35	1	3	254	28	109	5e-21	99.8
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_568	sp|P23659|GUNZ_CLOSR	45.00	180	81	5	7	492	225	404	4e-33	 140
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_573	sp|Q2M2H8|MGAL_HUMAN	46.49	114	61	0	4	345	1589	1702	5e-26	 116
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_573	sp|Q2M2H8|MGAL_HUMAN	50.00	114	57	0	4	345	688	801	1e-24	 112
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_589	sp|Q8ISN9|RS25_BRABE	80.77	78	15	0	3	236	41	118	1e-29	 128
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_595	sp|P49609|ACON_GRAGA	77.50	80	18	0	1	240	579	658	2e-32	 137
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_599	sp|P70665|SIAE_MOUSE	43.33	210	114	2	22	648	328	533	6e-45	 181
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_603	sp|Q7TNS2|MIC10_MOUSE	66.67	72	24	0	2	217	3	74	5e-25	 113
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_609	sp|Q0MQG6|NDUS3_PONPY	83.81	105	17	0	20	334	124	228	1e-50	 197
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_625	sp|Q0MQB1|NDUA8_PANTR	55.10	98	43	1	3	296	27	123	6e-28	 122
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_632	sp|Q02401|LPH_RAT	53.91	256	107	3	2	763	1267	1513	1e-68	 259
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_632	sp|Q02401|LPH_RAT	41.30	293	132	5	5	763	749	1041	6e-54	 211
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_632	sp|Q02401|LPH_RAT	49.66	145	72	1	329	763	375	518	4e-34	 145
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_637	sp|Q95M17|CHIA_BOVIN	52.44	225	106	1	2	673	169	393	2e-56	 219
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_642	sp|Q8WPJ2|MANA_MYTED	50.00	98	42	2	3	293	263	354	4e-21	 100
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_646	sp|Q6YHK3|CD109_HUMAN	45.74	387	187	6	9	1148	827	1197	1e-88	 327
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_662	sp|Q5BKQ4|LIPR1_MOUSE	39.94	353	198	6	20	1057	68	413	3e-68	 259
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_663	sp|Q61847|MEP1B_MOUSE	53.21	109	50	1	96	419	102	210	8e-27	 119
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_682	sp|Q5NVR2|MDHM_PONAB	70.42	142	42	0	1	426	116	257	8e-54	 208
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_686	sp|O43776|SYNC_HUMAN	81.44	97	18	0	3	293	277	373	4e-42	 169
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_693	sp|O57592|RL7A_TAKRU	77.94	68	15	0	1	204	44	111	7e-26	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_708	sp|P50429|ARSB_MOUSE	50.30	165	81	1	30	521	134	298	4e-44	 177
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_715	sp|P13803|ETFA_RAT	89.74	78	8	0	57	290	256	333	5e-34	 142
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_716	sp|Q08890|IDS_MOUSE	33.99	203	84	5	6	470	336	536	2e-21	 102
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_727	sp|P62909|RS3_RAT	95.60	91	4	0	24	296	4	94	1e-42	 171
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_728	sp|Q1HPK6|EF2_BOMMO	84.23	298	47	0	27	920	372	669	4e-144	 511
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_729	sp|Q08699|RS14_PODCA	83.10	71	11	1	40	249	1	71	2e-27	 121
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_730	sp|P54357|MLC2_DROME	63.95	147	53	0	11	451	1	147	2e-49	 194
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_734	sp|Q9GMB0|RPN1_PIG	67.86	84	27	0	1	252	320	403	8e-33	 139
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_744	sp|Q9V3G7|PSMD6_DROME	82.22	90	16	0	3	272	300	389	1e-38	 158
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	51.43	175	78	3	124	648	890	1057	5e-46	 184
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	50.61	164	75	4	127	612	1396	1555	8e-40	 163
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	50.83	181	79	6	127	651	6	182	1e-38	 159
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	49.09	165	79	3	124	612	3051	3212	1e-38	 159
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	49.39	164	78	3	127	615	201	360	2e-38	 159
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	46.24	173	82	3	127	630	1922	2088	1e-37	 156
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	48.47	163	79	3	127	612	2441	2599	7e-37	 154
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	47.06	170	78	5	124	612	364	528	1e-36	 152
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	48.77	162	78	3	127	612	729	885	2e-36	 152
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	44.63	177	91	3	100	621	1221	1393	3e-36	 151
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	45.56	169	84	4	115	612	2272	2435	3e-36	 151
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_746	sp|B3EWZ6|MLRP2_ACRMI	44.02	184	91	5	124	651	3633	3812	1e-35	 150
